rating,review
5,"Very fuel efficiency is observed, since the date of usage of the product! Very spacious and functioning with minimal sound! This Refrigerator is worth enough to be recommended to a small family in a budget price range!"
5,"I did exchange with BEST Price in the market and everything went well, no doubt about that, In fact, Product delivered on promised date,  and the quality is too good."
4,"Ive been using this Godrej aer pocket for a couple of years now. Yes I understand that the fragrance doesnt last for more than a week. It is very strong the first couple of days and rest of the times it is just a light hint of the scent. Then the gel eventually crystallizes.I figured out a way for a juggad. Basically I never take the gel pack out of the plastic cover. There is a hole at the top to hang individual packs for store displays that I cut. Then with scissors, I carefully make 3 slender cuts. This makes the scent come out soft and not too powerful. It lasts for almost 20 days this way. The violet fragrance (purple) lasts for 25 days with this.Hope this review is helpful."
4,"These champs are better considering they are way to different from the Odonil fresheners we have been using for ages (its basic law of diminishing returns) Ill encourage you to try them for their fragrance, and they are apt for any room in your apartment. When newly opened the fragrance is too strong that i would kick you in the face with it, but it dissolves when you give it a couple of days.Another good part about this is the concept of hanging it, I usually do in the fall ceiling of my washrooms, and it works pretty well.Word of caution: Dont expect it to last a month, because mine never have. Maximum 20 to 22 days, and then youll want to replace it with a new one, but if you grab it on a deal on Amazon Pantry, its quite economical"
5,"Used this product.fragrance is excellent and of my liking. Very effective for closed spaces including car, toilet, bathroom, offices etc. Easy to install so no zanzat. Fragrance lasts roughly fifteen days, but during this period it should please you and your guests."
1,"Seems duplicate product as the fragrance has faded after 5 days of use. Amazon authorities please do a check with supplier of this product,I think now I cannot return the item as I hv opened the packet,but how a buyer can be sure about the product without using the item??I think this can be a fit case to be filed with consumer forum.Buyers DO NOT BUY THIS PRODUCT.SUNIL"
1,"On each box the MRP is mentioned as rs 160 , for pack of 3 packs it become rs480 but they are selling at rs495 for 3 boxes ,Kindly take a action against this"
5,I am overall happy with this product. But if you want to maintain freshness in your toilet area make sure you buy little more quantities of this product as it doesnt last very longer in my frank opinion. No complaints about fragrance. You would surely love it. So go check this out. Very Good product. It wouldnt disappoint you.
2,The smell did not last for a week also. It was strong on the first day. After that one couldnt make out the presence of this product at all.
5,I think one the best product I have used...It just freshens ur mood... Better than its odonil counterparts... The scent spreads evenly.. just go for it..
3,Some of the packet looks like they have leaked and it is wet all over when you open the seal.  The fragrance does not last for 30 days.  It starts off with very strong smell and within a week it just fades.
5,The misty had kind of a soapy smell but works. Smell is pleasant but hardly you would know about the smell unless you get close to it. The citrus has a sort of tangy smell but i find it better than the misty. Will have to try the violet. Initial days your room will be filled with the pleasant smell but a packet  lasts only for like 14 days. In the latter days you will completely forget about it. If you have the shell to spend then go for it.
4,"Ive been using this Godrej aer pocket for a couple of years now. Yes I understand that the fragrance doesnt last for more than a week. It is very strong the first couple of days and rest of the times it is just a light hint of the scent. Then the gel eventually crystallizes.I figured out a way for a juggad. Basically I never take the gel pack out of the plastic cover. There is a hole at the top to hang individual packs for store displays that I cut. Then with scissors, I carefully make 3 slender cuts. This makes the scent come out soft and not too powerful. It lasts for almost 20 days this way. The violet fragrance (purple) lasts for 25 days with this.Hope this review is helpful."
4,"These champs are better considering they are way to different from the Odonil fresheners we have been using for ages (its basic law of diminishing returns) Ill encourage you to try them for their fragrance, and they are apt for any room in your apartment. When newly opened the fragrance is too strong that i would kick you in the face with it, but it dissolves when you give it a couple of days.Another good part about this is the concept of hanging it, I usually do in the fall ceiling of my washrooms, and it works pretty well.Word of caution: Dont expect it to last a month, because mine never have. Maximum 20 to 22 days, and then youll want to replace it with a new one, but if you grab it on a deal on Amazon Pantry, its quite economical"
5,"Used this product.fragrance is excellent and of my liking. Very effective for closed spaces including car, toilet, bathroom, offices etc. Easy to install so no zanzat. Fragrance lasts roughly fifteen days, but during this period it should please you and your guests."
1,"Seems duplicate product as the fragrance has faded after 5 days of use. Amazon authorities please do a check with supplier of this product,I think now I cannot return the item as I hv opened the packet,but how a buyer can be sure about the product without using the item??I think this can be a fit case to be filed with consumer forum.Buyers DO NOT BUY THIS PRODUCT.SUNIL"
1,"On each box the MRP is mentioned as rs 160 , for pack of 3 packs it become rs480 but they are selling at rs495 for 3 boxes ,Kindly take a action against this"
5,I am overall happy with this product. But if you want to maintain freshness in your toilet area make sure you buy little more quantities of this product as it doesnt last very longer in my frank opinion. No complaints about fragrance. You would surely love it. So go check this out. Very Good product. It wouldnt disappoint you.
2,The smell did not last for a week also. It was strong on the first day. After that one couldnt make out the presence of this product at all.
5,I think one the best product I have used...It just freshens ur mood... Better than its odonil counterparts... The scent spreads evenly.. just go for it..
3,Some of the packet looks like they have leaked and it is wet all over when you open the seal.  The fragrance does not last for 30 days.  It starts off with very strong smell and within a week it just fades.
5,The misty had kind of a soapy smell but works. Smell is pleasant but hardly you would know about the smell unless you get close to it. The citrus has a sort of tangy smell but i find it better than the misty. Will have to try the violet. Initial days your room will be filled with the pleasant smell but a packet  lasts only for like 14 days. In the latter days you will completely forget about it. If you have the shell to spend then go for it.
1,"To start off, the safe arrived with a Low Battery message, meaning that before I could do anything else, I had to go and get new batteries for this brand new item. Once you get things in order, the safe works well and serves its purpose, however, the manual provided is obsolete, and the instructions do not match up with this product. There are no solutions posted online either. If you want to program the safe, you have to figure it out on your own. The customer service personnel were not helpful either and they kept trying to force me to get a technician to come to my house at the cost of Rs. 500 just to program the device, which completely defeats the purpose of online shopping. Dont fall for it. This is rather ridiculous for such a big brand like Godrej.In case anyone else needs to re-program their home code, here is what I was able to do. I hope it works for you too:1.) The instructions indicate to press 68#, but it actually means 68(Lock). If the instructions indicate *, try pressing Clear2.) Every time I pressed 68#, I got an error message, so I had to go through all the steps listed below.3.) Before you can change personal code in home mode, you will need to Access The Programming (pg. 6). The code is 751019 which means that there are 6 different features that you can program. Go through all the steps and change the numbers as they suit you. When you get to the last digit, there are no instructions written in the book, so you will have to figure this out on your own. If the last digit is 1, change it to 0 or 9.4.) After going through the programming and changing the last number, you should be able to go back to change the personal code in home mode.5.) If you set your password and it doesnt lock, go back to the programming again, and change the last digit back to what it was originally.Good luck."
1,Received damaged product. The case is scratched in multiple places and all the parts are loose. Looks like  a duplicate box with iron is painted and set up with godrej tag and sent to us. Highly dissatisfied with the product quality
4,"The product was good. But starting it for the first time took me several hours to start and install it properly.Here I will list out all steps so that reading this other people might find it helpful.1. Unwrap the package properly. Look for any damages.2. You will find a set of keys attached in a plastic sachet.3. Use the key to open the locker. There is a white cover near the button panel ,open it to insert keys.4. Inside the locker you will find the manual and wall mounting knots.5. The other side of the keypad panel will contain the battery space which needs 4 AA batteries for the led to start. But before inserting the batteries do see the positive  negative marked side and insert the batteries according to the charge respectively.6. Close the battery lid and led will automatically start working. The battery lid needs a small screw to get fixed. so if u dont find the screw in any plastic packets then use another aftermarket screws or maybe the screw is present inside the locker mechanism.7. The locker mechanism screws can be unlocked by a particular opener which will be given with the mounting knots inside the locker.8. The locker is now ready to use. Remove the keys and use the led to unlock and lock it. The default password is 1234.9. Please donot apply any pressure or try to press the firm bolts of the locker mechanism when the locker is open. Let the motor of the locker do its work.10. If the locker shows any other error message. Do consult the user manual.Note. Please be calm and do things properly or else you might damage the product."
5,"Easy to operate.But installation is a head breaking thing. After repeated calls to Godrej customer care, finally they came after 20 days and charged 750 rupees for installation. Good for small stuff. Light weight hence it needs to be mounted in cupboard or wall otherwise it is light enough to be carried and run ;-) Best thing is that I got it in a deal 4200."
5,"How to set new password in home mode , there is no # key as mentioned in manual. Idot seller and supplier.Double click clear button- enter 751019-enter 171310- press lock three times- enter new password -enter lock .done new password is setIt is good safe"
2,"First it is made in China product which I was not expecting from Godrej.The safe arrived with dent and chipped paint at two places.manual with the product is obsolete.Instruction indicating 68# to program the lock but there is no # key on key pad, door was not align.Totally dissatisfied with the product quality."
3,The reason I declined the purchase was that it was to light.A thief can easily take it and open it in their own sweet time.Therefore I declined the purchase
5,Good product and provides good security. Provides a master pwd which can be used even if we forget regular pwd.Executive has provided DEMO on time after taking appointment by calling customer care. Charged 300/- for demo  installation.
5,"I love this digital safe locker. Now I can put all my important stuff inside this box. The good thing is that it is not that bulky. The material is also very good, seems very strong and heavy. And, It is very easy to install. I have not mounted/fixed it because I put this inside the almera. Now I can feel safer by keeping cash, passport and other valuable stuff.Lookwise also it just has a classy touch. It has a proper colored LED display. It works on the battery power and the consumption is very low. You can set your own passcode from the 4-8 digits. I like it beep sound whenever you have to press the keys. In addition it also has 2 emergency keys. Overall now I am very calm ever since this digital safe has been arrived. Of course now I can manage my things for my own peace of mind according to my needs :-).Earlier I never ever used such kind of digital safe but after have been started using  this I found this as exactly as what I expected for. Truly its a big value for money. I would highly recommend this product to everyone who read this review. Greets!*Please click the Helpful button if you like this review. Thank you!"
1,"Very bad product. The code doesn’t work suddenly. Trying to open it with override key n it won’t open. Tried calling the customer care n they say, I will be charged Rs.500 for the technician visit. It is only 2 months I bought it. Very bad product."
1,"To start off, the safe arrived with a Low Battery message, meaning that before I could do anything else, I had to go and get new batteries for this brand new item. Once you get things in order, the safe works well and serves its purpose, however, the manual provided is obsolete, and the instructions do not match up with this product. There are no solutions posted online either. If you want to program the safe, you have to figure it out on your own. The customer service personnel were not helpful either and they kept trying to force me to get a technician to come to my house at the cost of Rs. 500 just to program the device, which completely defeats the purpose of online shopping. Dont fall for it. This is rather ridiculous for such a big brand like Godrej.In case anyone else needs to re-program their home code, here is what I was able to do. I hope it works for you too:1.) The instructions indicate to press 68#, but it actually means 68(Lock). If the instructions indicate *, try pressing Clear2.) Every time I pressed 68#, I got an error message, so I had to go through all the steps listed below.3.) Before you can change personal code in home mode, you will need to Access The Programming (pg. 6). The code is 751019 which means that there are 6 different features that you can program. Go through all the steps and change the numbers as they suit you. When you get to the last digit, there are no instructions written in the book, so you will have to figure this out on your own. If the last digit is 1, change it to 0 or 9.4.) After going through the programming and changing the last number, you should be able to go back to change the personal code in home mode.5.) If you set your password and it doesnt lock, go back to the programming again, and change the last digit back to what it was originally.Good luck."
1,Received damaged product. The case is scratched in multiple places and all the parts are loose. Looks like  a duplicate box with iron is painted and set up with godrej tag and sent to us. Highly dissatisfied with the product quality
4,"The product was good. But starting it for the first time took me several hours to start and install it properly.Here I will list out all steps so that reading this other people might find it helpful.1. Unwrap the package properly. Look for any damages.2. You will find a set of keys attached in a plastic sachet.3. Use the key to open the locker. There is a white cover near the button panel ,open it to insert keys.4. Inside the locker you will find the manual and wall mounting knots.5. The other side of the keypad panel will contain the battery space which needs 4 AA batteries for the led to start. But before inserting the batteries do see the positive  negative marked side and insert the batteries according to the charge respectively.6. Close the battery lid and led will automatically start working. The battery lid needs a small screw to get fixed. so if u dont find the screw in any plastic packets then use another aftermarket screws or maybe the screw is present inside the locker mechanism.7. The locker mechanism screws can be unlocked by a particular opener which will be given with the mounting knots inside the locker.8. The locker is now ready to use. Remove the keys and use the led to unlock and lock it. The default password is 1234.9. Please donot apply any pressure or try to press the firm bolts of the locker mechanism when the locker is open. Let the motor of the locker do its work.10. If the locker shows any other error message. Do consult the user manual.Note. Please be calm and do things properly or else you might damage the product."
5,"Easy to operate.But installation is a head breaking thing. After repeated calls to Godrej customer care, finally they came after 20 days and charged 750 rupees for installation. Good for small stuff. Light weight hence it needs to be mounted in cupboard or wall otherwise it is light enough to be carried and run ;-) Best thing is that I got it in a deal 4200."
5,"How to set new password in home mode , there is no # key as mentioned in manual. Idot seller and supplier.Double click clear button- enter 751019-enter 171310- press lock three times- enter new password -enter lock .done new password is setIt is good safe"
2,"First it is made in China product which I was not expecting from Godrej.The safe arrived with dent and chipped paint at two places.manual with the product is obsolete.Instruction indicating 68# to program the lock but there is no # key on key pad, door was not align.Totally dissatisfied with the product quality."
3,The reason I declined the purchase was that it was to light.A thief can easily take it and open it in their own sweet time.Therefore I declined the purchase
5,Good product and provides good security. Provides a master pwd which can be used even if we forget regular pwd.Executive has provided DEMO on time after taking appointment by calling customer care. Charged 300/- for demo  installation.
5,"I love this digital safe locker. Now I can put all my important stuff inside this box. The good thing is that it is not that bulky. The material is also very good, seems very strong and heavy. And, It is very easy to install. I have not mounted/fixed it because I put this inside the almera. Now I can feel safer by keeping cash, passport and other valuable stuff.Lookwise also it just has a classy touch. It has a proper colored LED display. It works on the battery power and the consumption is very low. You can set your own passcode from the 4-8 digits. I like it beep sound whenever you have to press the keys. In addition it also has 2 emergency keys. Overall now I am very calm ever since this digital safe has been arrived. Of course now I can manage my things for my own peace of mind according to my needs :-).Earlier I never ever used such kind of digital safe but after have been started using  this I found this as exactly as what I expected for. Truly its a big value for money. I would highly recommend this product to everyone who read this review. Greets!*Please click the Helpful button if you like this review. Thank you!"
1,"Very bad product. The code doesn’t work suddenly. Trying to open it with override key n it won’t open. Tried calling the customer care n they say, I will be charged Rs.500 for the technician visit. It is only 2 months I bought it. Very bad product."
1,"To start off, the safe arrived with a Low Battery message, meaning that before I could do anything else, I had to go and get new batteries for this brand new item. Once you get things in order, the safe works well and serves its purpose, however, the manual provided is obsolete, and the instructions do not match up with this product. There are no solutions posted online either. If you want to program the safe, you have to figure it out on your own. The customer service personnel were not helpful either and they kept trying to force me to get a technician to come to my house at the cost of Rs. 500 just to program the device, which completely defeats the purpose of online shopping. Dont fall for it. This is rather ridiculous for such a big brand like Godrej.In case anyone else needs to re-program their home code, here is what I was able to do. I hope it works for you too:1.) The instructions indicate to press 68#, but it actually means 68(Lock). If the instructions indicate *, try pressing Clear2.) Every time I pressed 68#, I got an error message, so I had to go through all the steps listed below.3.) Before you can change personal code in home mode, you will need to Access The Programming (pg. 6). The code is 751019 which means that there are 6 different features that you can program. Go through all the steps and change the numbers as they suit you. When you get to the last digit, there are no instructions written in the book, so you will have to figure this out on your own. If the last digit is 1, change it to 0 or 9.4.) After going through the programming and changing the last number, you should be able to go back to change the personal code in home mode.5.) If you set your password and it doesnt lock, go back to the programming again, and change the last digit back to what it was originally.Good luck."
1,Received damaged product. The case is scratched in multiple places and all the parts are loose. Looks like  a duplicate box with iron is painted and set up with godrej tag and sent to us. Highly dissatisfied with the product quality
4,"The product was good. But starting it for the first time took me several hours to start and install it properly.Here I will list out all steps so that reading this other people might find it helpful.1. Unwrap the package properly. Look for any damages.2. You will find a set of keys attached in a plastic sachet.3. Use the key to open the locker. There is a white cover near the button panel ,open it to insert keys.4. Inside the locker you will find the manual and wall mounting knots.5. The other side of the keypad panel will contain the battery space which needs 4 AA batteries for the led to start. But before inserting the batteries do see the positive  negative marked side and insert the batteries according to the charge respectively.6. Close the battery lid and led will automatically start working. The battery lid needs a small screw to get fixed. so if u dont find the screw in any plastic packets then use another aftermarket screws or maybe the screw is present inside the locker mechanism.7. The locker mechanism screws can be unlocked by a particular opener which will be given with the mounting knots inside the locker.8. The locker is now ready to use. Remove the keys and use the led to unlock and lock it. The default password is 1234.9. Please donot apply any pressure or try to press the firm bolts of the locker mechanism when the locker is open. Let the motor of the locker do its work.10. If the locker shows any other error message. Do consult the user manual.Note. Please be calm and do things properly or else you might damage the product."
5,"Easy to operate.But installation is a head breaking thing. After repeated calls to Godrej customer care, finally they came after 20 days and charged 750 rupees for installation. Good for small stuff. Light weight hence it needs to be mounted in cupboard or wall otherwise it is light enough to be carried and run ;-) Best thing is that I got it in a deal 4200."
5,"How to set new password in home mode , there is no # key as mentioned in manual. Idot seller and supplier.Double click clear button- enter 751019-enter 171310- press lock three times- enter new password -enter lock .done new password is setIt is good safe"
2,"First it is made in China product which I was not expecting from Godrej.The safe arrived with dent and chipped paint at two places.manual with the product is obsolete.Instruction indicating 68# to program the lock but there is no # key on key pad, door was not align.Totally dissatisfied with the product quality."
3,The reason I declined the purchase was that it was to light.A thief can easily take it and open it in their own sweet time.Therefore I declined the purchase
5,Good product and provides good security. Provides a master pwd which can be used even if we forget regular pwd.Executive has provided DEMO on time after taking appointment by calling customer care. Charged 300/- for demo  installation.
5,"I love this digital safe locker. Now I can put all my important stuff inside this box. The good thing is that it is not that bulky. The material is also very good, seems very strong and heavy. And, It is very easy to install. I have not mounted/fixed it because I put this inside the almera. Now I can feel safer by keeping cash, passport and other valuable stuff.Lookwise also it just has a classy touch. It has a proper colored LED display. It works on the battery power and the consumption is very low. You can set your own passcode from the 4-8 digits. I like it beep sound whenever you have to press the keys. In addition it also has 2 emergency keys. Overall now I am very calm ever since this digital safe has been arrived. Of course now I can manage my things for my own peace of mind according to my needs :-).Earlier I never ever used such kind of digital safe but after have been started using  this I found this as exactly as what I expected for. Truly its a big value for money. I would highly recommend this product to everyone who read this review. Greets!*Please click the Helpful button if you like this review. Thank you!"
1,"Very bad product. The code doesn’t work suddenly. Trying to open it with override key n it won’t open. Tried calling the customer care n they say, I will be charged Rs.500 for the technician visit. It is only 2 months I bought it. Very bad product."
1,"To start off, the safe arrived with a Low Battery message, meaning that before I could do anything else, I had to go and get new batteries for this brand new item. Once you get things in order, the safe works well and serves its purpose, however, the manual provided is obsolete, and the instructions do not match up with this product. There are no solutions posted online either. If you want to program the safe, you have to figure it out on your own. The customer service personnel were not helpful either and they kept trying to force me to get a technician to come to my house at the cost of Rs. 500 just to program the device, which completely defeats the purpose of online shopping. Dont fall for it. This is rather ridiculous for such a big brand like Godrej.In case anyone else needs to re-program their home code, here is what I was able to do. I hope it works for you too:1.) The instructions indicate to press 68#, but it actually means 68(Lock). If the instructions indicate *, try pressing Clear2.) Every time I pressed 68#, I got an error message, so I had to go through all the steps listed below.3.) Before you can change personal code in home mode, you will need to Access The Programming (pg. 6). The code is 751019 which means that there are 6 different features that you can program. Go through all the steps and change the numbers as they suit you. When you get to the last digit, there are no instructions written in the book, so you will have to figure this out on your own. If the last digit is 1, change it to 0 or 9.4.) After going through the programming and changing the last number, you should be able to go back to change the personal code in home mode.5.) If you set your password and it doesnt lock, go back to the programming again, and change the last digit back to what it was originally.Good luck."
1,Received damaged product. The case is scratched in multiple places and all the parts are loose. Looks like  a duplicate box with iron is painted and set up with godrej tag and sent to us. Highly dissatisfied with the product quality
4,"The product was good. But starting it for the first time took me several hours to start and install it properly.Here I will list out all steps so that reading this other people might find it helpful.1. Unwrap the package properly. Look for any damages.2. You will find a set of keys attached in a plastic sachet.3. Use the key to open the locker. There is a white cover near the button panel ,open it to insert keys.4. Inside the locker you will find the manual and wall mounting knots.5. The other side of the keypad panel will contain the battery space which needs 4 AA batteries for the led to start. But before inserting the batteries do see the positive  negative marked side and insert the batteries according to the charge respectively.6. Close the battery lid and led will automatically start working. The battery lid needs a small screw to get fixed. so if u dont find the screw in any plastic packets then use another aftermarket screws or maybe the screw is present inside the locker mechanism.7. The locker mechanism screws can be unlocked by a particular opener which will be given with the mounting knots inside the locker.8. The locker is now ready to use. Remove the keys and use the led to unlock and lock it. The default password is 1234.9. Please donot apply any pressure or try to press the firm bolts of the locker mechanism when the locker is open. Let the motor of the locker do its work.10. If the locker shows any other error message. Do consult the user manual.Note. Please be calm and do things properly or else you might damage the product."
5,"Easy to operate.But installation is a head breaking thing. After repeated calls to Godrej customer care, finally they came after 20 days and charged 750 rupees for installation. Good for small stuff. Light weight hence it needs to be mounted in cupboard or wall otherwise it is light enough to be carried and run ;-) Best thing is that I got it in a deal 4200."
5,"How to set new password in home mode , there is no # key as mentioned in manual. Idot seller and supplier.Double click clear button- enter 751019-enter 171310- press lock three times- enter new password -enter lock .done new password is setIt is good safe"
2,"First it is made in China product which I was not expecting from Godrej.The safe arrived with dent and chipped paint at two places.manual with the product is obsolete.Instruction indicating 68# to program the lock but there is no # key on key pad, door was not align.Totally dissatisfied with the product quality."
3,The reason I declined the purchase was that it was to light.A thief can easily take it and open it in their own sweet time.Therefore I declined the purchase
5,Good product and provides good security. Provides a master pwd which can be used even if we forget regular pwd.Executive has provided DEMO on time after taking appointment by calling customer care. Charged 300/- for demo  installation.
5,"I love this digital safe locker. Now I can put all my important stuff inside this box. The good thing is that it is not that bulky. The material is also very good, seems very strong and heavy. And, It is very easy to install. I have not mounted/fixed it because I put this inside the almera. Now I can feel safer by keeping cash, passport and other valuable stuff.Lookwise also it just has a classy touch. It has a proper colored LED display. It works on the battery power and the consumption is very low. You can set your own passcode from the 4-8 digits. I like it beep sound whenever you have to press the keys. In addition it also has 2 emergency keys. Overall now I am very calm ever since this digital safe has been arrived. Of course now I can manage my things for my own peace of mind according to my needs :-).Earlier I never ever used such kind of digital safe but after have been started using  this I found this as exactly as what I expected for. Truly its a big value for money. I would highly recommend this product to everyone who read this review. Greets!*Please click the Helpful button if you like this review. Thank you!"
1,"Very bad product. The code doesn’t work suddenly. Trying to open it with override key n it won’t open. Tried calling the customer care n they say, I will be charged Rs.500 for the technician visit. It is only 2 months I bought it. Very bad product."
2,"Highly dissatisfied with the product. Received in package opened condition. Perfume bottle was almost empty. Though it was specified as returnable, but return not accepted. Finally its defective one as its not spraying after 10 mins, only the green light blinking and not starting spray even after 10 hrs. They say its so designed. Ridiculous I think. Moreover I bought। Another bottle of fragrance but its emptied within 2/3 days and 2/3 hrs a day of use. Though it was said to last 20000 sprays. Thats the product."
2,The smell is good but the arrmatic spray is not functioning properly. I have airwick also and airwick aermatic sprayers are excellent. Use Godrej refills with airwick sprayers. They fit perfectly
1,"Money wasted. The product does not work properly.  It sprayed 4-5 times, making me dispose the bill and box and it stopped working from next day. I had used Air Wick earlier and that worked perfectly. Avoid this product and from the seller as he may be clearing his defect stock."
1,"I really liked this product at first. I also loved the fragrance of lavender. But after 2 months, the motor stopped pressing the refill hard enough and the fragrance stopped. I changed the batteries but it was of no use. I even got Duracell batteries. Its of no use. The motor is not strong enough. Bad experience."
1,"Really disappointed with this product. It’s not even a month and this product is spraying continuously within seconds. I tried setting the timer on 10,20 and 40min intervals but it sprays within seconds. Can’t even return the product now because it is out of return window. The fragnance is pretty good but can’t believe that the machinery of this product have timer issues in just less than a month of use. Totally not recommended if you are bot looking to buy this product every month."
2,"Godrej failed to deliver the quality i expected , perfume of the spray lasted for just 10 days and after 10 days only gas was coming out from the refill and smell of the perfume was very less ,so i am not getting any kind of perfume  smell in my room  , dont buy it i also wrote a complaint to godrej consumer products regarding this issue of selling me inferior quality product which does not meets their reputation"
1,Worst product. Product is not working after 10days.
1,I have been ordering from cloudtail from a long time and I am not writing this for them...this is for the product which is a crap I have to take out the batteries and re put them everyday as the spray is not working and it’s just been 2 weeks of placing the product on wall..
1,It’s not working the spray point is getting pressed but it’s not functioning no spray out of it automatically.... unnecessarily I ordered the auto machine which is not as said at all... n I think it’s already a fault piece cos the cartoon of this product was also not perfect
1,"Recieved defective product and no option for replacement, simply waste if money.Seller and amazon should take responsibility for defective product as how can customer responsible for defective product received.CrapLooklike amazon cheating customer by putting crap rules and we dont find time to run behind consumer forum and amazon is taking advantage over the same"
2,"Highly dissatisfied with the product. Received in package opened condition. Perfume bottle was almost empty. Though it was specified as returnable, but return not accepted. Finally its defective one as its not spraying after 10 mins, only the green light blinking and not starting spray even after 10 hrs. They say its so designed. Ridiculous I think. Moreover I bought। Another bottle of fragrance but its emptied within 2/3 days and 2/3 hrs a day of use. Though it was said to last 20000 sprays. Thats the product."
2,The smell is good but the arrmatic spray is not functioning properly. I have airwick also and airwick aermatic sprayers are excellent. Use Godrej refills with airwick sprayers. They fit perfectly
1,"Money wasted. The product does not work properly.  It sprayed 4-5 times, making me dispose the bill and box and it stopped working from next day. I had used Air Wick earlier and that worked perfectly. Avoid this product and from the seller as he may be clearing his defect stock."
1,"I really liked this product at first. I also loved the fragrance of lavender. But after 2 months, the motor stopped pressing the refill hard enough and the fragrance stopped. I changed the batteries but it was of no use. I even got Duracell batteries. Its of no use. The motor is not strong enough. Bad experience."
1,"Really disappointed with this product. It’s not even a month and this product is spraying continuously within seconds. I tried setting the timer on 10,20 and 40min intervals but it sprays within seconds. Can’t even return the product now because it is out of return window. The fragnance is pretty good but can’t believe that the machinery of this product have timer issues in just less than a month of use. Totally not recommended if you are bot looking to buy this product every month."
2,"Godrej failed to deliver the quality i expected , perfume of the spray lasted for just 10 days and after 10 days only gas was coming out from the refill and smell of the perfume was very less ,so i am not getting any kind of perfume  smell in my room  , dont buy it i also wrote a complaint to godrej consumer products regarding this issue of selling me inferior quality product which does not meets their reputation"
1,Worst product. Product is not working after 10days.
1,I have been ordering from cloudtail from a long time and I am not writing this for them...this is for the product which is a crap I have to take out the batteries and re put them everyday as the spray is not working and it’s just been 2 weeks of placing the product on wall..
1,It’s not working the spray point is getting pressed but it’s not functioning no spray out of it automatically.... unnecessarily I ordered the auto machine which is not as said at all... n I think it’s already a fault piece cos the cartoon of this product was also not perfect
1,"Recieved defective product and no option for replacement, simply waste if money.Seller and amazon should take responsibility for defective product as how can customer responsible for defective product received.CrapLooklike amazon cheating customer by putting crap rules and we dont find time to run behind consumer forum and amazon is taking advantage over the same"
1,The product was defective. The front keypad panel was not sitting properly. Same was immediately observed on receiving and opening the product. The defect was reported and Amazon has arranged a replacement. Have  informed Amazon to check and confirm that the product resent  is not defective and in order
5,"The product is good. The only caveat (as I have noticed so far) is to be careful with the alarm. Dont keep stuff on it after switching the alarm on. Second, I think the alarm tone itself should change. It needs to be ALARMING. The volume needs to be a bit on the higher side as well. One can easily muffle the sound with a blanket type of fabric and make a getaway. That said, it is quite a sleek gadget. Definitely worth more than what one would be paying for. Its a bit heavy, but I guess that needs to be part of the ""package"" so to speak."
5,"This is very handy and useful. I keep it inside my wardrobe and store my wallet, car key and other loose currency and change in it when I come back from office. So no more  carelessly placed wallet risking small stealing by maid. As I got the wardrobe made recently, I got a specially designed compartment to keep this safe. It works flawlessly and is very easy to operate.  If I want to lock all the other wardrobes at home while going out somewhere, I keep the keys inside this.  no need to carry so many keys with me. One needs to know the purpose of this safe and the way to use it."
5,"Using it since November 2016.Sleek and elegant. Sits nicely in my cupboard.Useful to keep certain small sized valuables like keys,cash,jewelry,certain documents,watches etc.The touch panel is great, feels soft and is responsive.Velvet lining is great.Portable.Only con I found is that it buzzez even if you close the cupboard door a bit hard.Other than that, Its good to have it.Note: Its not a regular heavy duty safe. Its more of a personal locker as mentioned. Dont expect it to be the most secure thing you can have."
1,"Bought godrej goldilock in the Amazon diwali sale.. In The product that I got,was having some scratches already. Still I kept it.  I wanted to disable the theft alarm because it gives a loud sound even if we move the goldilock slightly, which is very annoying. I tried to disable the feature but it was not getting disabled. The godrej executive also couldnt do it.. He told some problem is there in pcb and I should return the product.. I did it.. I got the product replaced by Amazon the very next day...Now the new product also has same problem. We cannot disable the alarm. Also it has one additional problem...when we close its lid, it sometimes doesnt get locked. After 2-3 attempts, it gets locked..Now I am confused, what to do with this.. I trusted godrej brand and Amazon.. But the satisfaction level is not at all there"
3,"Awesome packaging done by amazon !!Product review:Pros: 1.Easy to Carry  2.Touch screen is absolutely smooth.  3.Working mini safe with a primitive touch screen run by a 9 volt battery..well that is awesome.  4.Developers and Designers have done a great job in creating a sleek and stylish safe.Cons:  1.Although the safe looks great..not much space to place enough valuables.If u place a mobile,wallet and a wristwatch..space is done for.  2.Inner layer of the safe is made by a grossest material.Its so rough that it can scratch the back side of your iphone if havent placed carefully.  3.Wiring for this safe can be done better.  4.Default battery provided to you will be a GP 9 volt alkaline battery,Mine was pretty much messySo to sum this up,a fine product for occasional use (routine if you are thrifty enough to spend bucks on batteries) with a stylish look 🏻"
4,"I recently gifted this item to my parents on their anniversary. However the product is good and easy to use with a very responsive touch panel , it has to be absolutely stationary else the alarm sets off which makes it difficult to carry during transportation.Also the Godrej support team is not quick in answering your queries and I received a product which had few scratches on it. So, Amazon should ensure that the product appears brand new since the customers are paying them for a brand new product.  Overall its worth buying for your security needs."
4,"Product Is Excellent but the packaging was really terrible, I was shocked to see the box damaged like it was thrown in the warehouse or something, luckily the product was in mint condition.The locker is very very useful when you have domestic help around, this locker shall actually keep you stress free, the locker is very easy to operate during day or night due to led backlit number which are illuminated, overall a great buy wish Amazon improves the packaging on this product in the future....."
